     479 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>    97: Band: 		 Bandwidth : (MHz) 		DL Frequency:  (MHz)		RB Allocation: 		 RB Start: 		 float(Power Level)       	 Channel type
     479 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>    98:  4	 		  :1.4 (MHz) 			: 2110.7 (MHz)				: 1	   			 : 0				  23.0  
     479 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>    99: ____________________________________________________________________________________________________________________________________
   10523 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:DISP:UPD ON
   10523 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   655: ------------------------------------------------------------------------------------------------------------------------------------
   10523 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   656: RESET CMW
   10523 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> *CLS
   10523 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:PRES:ALL
   10523 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> *OPC?
   13513 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [1]
   13513 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   663: ------------------------------------------------------------------------------------------------------------------------------------
   13529 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   665: ------------------------------------------------------------------------------------------------------------------------------------
   13529 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   666: QUERY ID
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> *IDN?
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [Rohde&Schwarz,CMW,1201.0002k50/166716,3.8.10]
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   676: ['Rohde&Schwarz', 'CMW', '1201.0002k50/166716', '3.8.10']
   13529 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   691: ------------------------------------------------------------------------------------------------------------------------------------
   13529 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   692: QUERY CMW Option
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> *OPT?
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [H051H,H052S,H054P,H055P,H090H,H100H,H450I,H500I,H500I,H540I,H550N,H554N,H570H,H570H,H570H,H570H,H590D,H590D,H600B,H605A,H660H,H661H,H690B,KM200,KM300,KM400,KM500,KM500,KM750,KM800,KM880,KS200,KS610,KS650]
   13529 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:BASE:OPT:LIST? HWOP,FUNC
   13567 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << ["B554N,H051H,H052S,H054P,H055P,H090H,H100H,H450I,H500I,H500I,H540I,H550N,H554N,H570H,H570H,H570H,H570H,H590D,H590D,H600B,H605A,H660H,H661H,H690B,KB036,KB036,KB036,KB036"]
   13567 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:BASE:OPT:LIST? SWOP,VALid
   13629 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << ["K0,K1031,K998,K998,K998,K998,KA065,KA100,KA120,KA150,KA200,KA400,KA500,KA550,KA650,KA700,KA800,KA880,KAA10,KAA20,KAA21,KAA30,KAA40,KAA41,KAA42,KAA43,KAA44,KAA45,KAA46,KAA47,KAA48,KAA49,KAA550,KAF75,KC001,KC002,KC003,KC004,KC005,KC006,KC007,KC008,KC009,KC010,KC011,KC012,KC013,KC015,KC016,KC017,KC018,KC020,KC021,KC022,KC023,KC024,KC025,KC026,KC027,KC028,KC031,KC032,KC033,KC034,KC035,KC036,KC037,KC038,KC039,KC040,KC041,KC042,KC043,KC044,KC045,KC046,KC047,KC048,KC049,KC050,KC051,KC052,KC053,KC054,KC060,KC061,KC065,KC066,KC070,KC071,KC075,KC080,KC081,KC085,KC086,KC087,KC088,KC201,KC202,KC203,KC204,KC205,KC206,KC207,KC208,KC209,KC210,KC211,KC212,KC213,KC214,KC215,KC216,KC221,KC222,KC223,KC231,KC232,KC233,KC241,KC280,KC290,KC401,KC402,KC403,KC404,KC405,KC406,KC407,KC408,KC420,KC421,KC422,KC423,KC424,KC425,KC426,KC427,KC428,KC429,KC430,KC431,KC432,KC433,KC434,KC435,KC436,KC437,KC439,KC440,KC441,KC442,KC443,KC444,KC448,KC501,KC502,KC503,KC504,KC505,KC506,KC507,KC508,KC509,KC510,KC511,KC512,KC514,KC515,KC516,KC517,KC518,KC519,KC520,KC521,KC522,KC523,KC524,KC535,KC536,KC537,KC538,KC540,KC541,KC542,KC543,KC544,KC548,KC549,KC551,KC552,KC553,KC554,KC555,KC556,KC557,KC558,KC559,KC560,KC561,KC562,KC563,KC564,KC565,KC566,KC567,KC568,KC569,KC571,KC572,KC573,KC576,KC585,KC590,KC591,KC592,KC593,KC594,KC701,KC702,KC704,KC705,KC706,KD611,KD611,KD611,KD611,KE100,KE200,KE400,KE500,KE501,KE502,KE504,KE505,KE511,KE670,KE750,KE800,KF001,KF002,KF003,KF004,KF005,KF200,KF201,KF400,KF401,KF402,KF410,KF411,KF414,KF420,KF428,KF429,KF431,KF432,KF433,KF434,KF435,KF436,KF437,KF438,KF440,KF441,KF451,KF452,KF453,KF454,KF455,KF456,KF500,KF501,KF502,KF503,KF504,KF505,KF506,KF507,KF508,KF509,KF510,KF511,KF512,KF513,KF514,KF515,KF516,KF517,KF518,KF519,KF520,KF521,KF528,KF529,KF530,KF531,KF532,KF538,KF540,KF541,KF542,KF543,KF544,KF545,KF546,KF547,KF548,KF549,KF556,KF558,KF559,KF570,KF571,KF572,KF573,KF574,KF575,KF577,KF578,KF579,KF588,KF650,KF770,KK010,KK011,KK015,KK016,KK017,KK020,KK021,KK025,KK027,KK028,KK029,KK030,KK031,KK042,KK047,KK081,KK300,KK305,KK306,KK500,KK501,KK502,KK503,KK504,KK505,KK506,KK507,KK508,KK509,KK510,KK511,KK550,KM010,KM010,KM010,KM010,KM011,KM011,KM011,KM011,KM012,KM012,KM012,KM012,KM050,KM050,KM050,KM050,KM051,KM051,KM051,KM051,KM052,KM052,KM052,KM052,KM053,KM053,KM053,KM053,KM200,KM200,KM200,KM200,KM201,KM201,KM201,KM201,KM300,KM300,KM300,KM300,KM400,KM400,KM400,KM400,KM401,KM401,KM401,KM401,KM403,KM403,KM403,KM403,KM405,KM405,KM405,KM405,KM500,KM500,KM500,KM500,KM502,KM502,KM502,KM502,KM504,KM504,KM504,KM504,KM550,KM550,KM550,KM550,KM552,KM552,KM552,KM552,KM554,KM554,KM554,KM554,KM570,KM570,KM570,KM570,KM6000,KM6000,KM6000,KM6000,KM610,KM610,KM610,KM610,KM611,KM611,KM611,KM611,KM645,KM645,KM645,KM645,KM650,KM650,KM650,KM650,KM651,KM651,KM651,KM651,KM652,KM652,KM652,KM652,KM653,KM653,KM653,KM653,KM654,KM654,KM654,KM654,KM655,KM655,KM655,KM655,KM656,KM656,KM656,KM656,KM657,KM657,KM657,KM657,KM680,KM680,KM680,KM680,KM700,KM700,KM700,KM700,KM701,KM701,KM701,KM701,KM721,KM721,KM721,KM721,KM722,KM722,KM722,KM722,KM750,KM750,KM750,KM750,KM751,KM751,KM751,KM751,KM800,KM800,KM800,KM800,KM880,KM880,KM880,KM880,KN200,KN200,KN200,KN200,KN400,KN400,KN400,KN400,KN500,KN500,KN500,KN500,KN550,KN550,KN550,KN550,KO350,KO410,KO420,KO421,KO422,KO423,KO424,KO425,KO426,KO427,KO428,KO429,KO431,KO432,KO433,KO434,KO435,KO436,KO437,KO438,KO441,KO460,KO461,KO480,KO481,KO482,KO483,KO484,KO485,KO486,KO487,KO495,KO500,KO501,KO502,KO503,KO504,KO510,KO511,KO512,KO513,KO515,KO516,KO517,KO520,KO521,KO522,KO523,KO524,KO525,KO526,KO527,KO528,KO529,KO530,KO531,KO532,KO533,KO534,KO535,KO536,KO537,KO538,KO539,KO540,KO541,KO542,KO543,KO544,KO545,KO546,KO547,KO548,KO549,KO550,KO551,KO552,KO560,KO561,KO562,KO563,KO564,KO565,KO566,KO567,KO568,KO569,KO570,KO571,KO572,KO574,KO575,KO576,KO577,KO578,KO579,KO580,KO581,KO582,KO583,KO584,KO585,KO586,KO587,KO588,KO589,KO590,KO595,KP001,KP030,KP040,KP050,KP060,KP080,KP090,KP091,KP200,KP201,KP220,KP250,KP257,KP280,KP300,KP400,KP401,KP402,KP403,KP404,KP405,KP406,KP407,KP408,KP409,KP410,KP411,KP412,KP413,KP420,KP440,KP451,KP452,KP453,KP454,KP455,KP456,KP457,KP500,KP501,KP502,KP505,KP510,KP511,KP512,KP513,KP514,KP515,KP516,KP517,KP520,KP530,KP542,KP543,KP550,KP555,KP560,KP563,KP564,KP565,KP566,KP567,KP568,KP569,KP570,KP571,KP577,KP580,KP581,KP588,KP590,KP591,KP592,KP593,KP594,KP595,KP596,KP597,KP598,KP599,KP750,KP752,KP770,KP880,KQ001,KQ002,KQ003,KQ004,KQ005,KQ006,KQ007,KQ008,KQ009,KQ010,KR313,KR314,KR315,KR510,KR511,KR512,KR513,KR514,KR515,KR701,KS104,KS104,KS104,KS104,KS170,KS170,KS170,KS170,KS200,KS200,KS200,KS200,KS201,KS201,KS201,KS201,KS203,KS203,KS203,KS203,KS210,KS210,KS210,KS210,KS211,KS211,KS211,KS211,KS290,KS290,KS290,KS290,KS300,KS300,KS300,KS300,KS400,KS400,KS400,KS400,KS401,KS401,KS401,KS401,KS403,KS403,KS403,KS403,KS404,KS404,KS404,KS404,KS405,KS405,KS405,KS405,KS406,KS406,KS406,KS406,KS410,KS410,KS410,KS410,KS411,KS411,KS411,KS411,KS413,KS413,KS413,KS413,KS420,KS420,KS420,KS420,KS425,KS425,KS425,KS425,KS500,KS500,KS500,KS500,KS502,KS502,KS502,KS502,KS504,KS504,KS504,KS504,KS505,KS505,KS505,KS505,KS510,KS510,KS510,KS510,KS512,KS512,KS512,KS512,KS514,KS514,KS514,KS514,KS515,KS515,KS515,KS515,KS520,KS520,KS520,KS520,KS521,KS521,KS521,KS521,KS522,KS522,KS522,KS522,KS525,KS525,KS525,KS525,KS540,KS540,KS540,KS540,KS541,KS541,KS541,KS541,KS550,KS550,KS550,KS550,KS552,KS552,KS552,KS552,KS554,KS554,KS554,KS554,KS555,KS555,KS555,KS555,KS590,KS590,KS590,KS590,KS600,KS600,KS600,KS600,KS601,KS601,KS601,KS601,KS602,KS602,KS602,KS602,KS603,KS603,KS603,KS603,KS605,KS605,KS605,KS605,KS610,KS610,KS610,KS610,KS611,KS611,KS611,KS611,KS650,KS650,KS650,KS650,KS651,KS651,KS651,KS651,KS656,KS656,KS656,KS656,KS657,KS657,KS657,KS657,KS658,KS658,KS658,KS658,KS660,KS660,KS660,KS660,KS661,KS661,KS661,KS661,KS667,KS667,KS667,KS667,KS670,KS670,KS670,KS670,KS671,KS671,KS671,KS671,KS700,KS700,KS700,KS700,KS701,KS701,KS701,KS701,KS702,KS702,KS702,KS702,KS710,KS710,KS710,KS710,KS711,KS711,KS711,KS711,KS720,KS720,KS720,KS720,KS721,KS721,KS721,KS721,KS722,KS722,KS722,KS722,KS750,KS750,KS750,KS750,KS751,KS751,KS751,KS751,KS760,KS760,KS760,KS760,KS800,KS800,KS800,KS800,KS810,KS810,KS810,KS810,KS880,KS880,KS880,KS880,KS881,KS881,KS881,KS881,KS888,KS888,KS888,KS888,KS890,KS890,KS890,KS890,KT001,KT002,KT003,KT004,KT010,KT011,KT012,KT013,KT014,KT016,KT017,KT019,KT020,KT021,KT022,KT023,KT025,KT026,KT027,KT028,KT029,KT030,KT041,KT042,KT044,KT045,KT050,KT050,KT051,KT051,KT052,KT052,KT053,KT053,KT053,KT054,KT054,KT054,KT055,KT055,KT057,KT057,KT058,KT058,KT061,KT061,KT090,KT092,KT093,KT094,KT095,KT096,KT100,KT1010,KT1010,KT104,KT105,KT110,KT111,KT115,KT120,KT122,KT124,KT140,KT150,KT151,KT156,KT157,KT158,KT159,KT160,KT161,KT305,KT315,KT360,KT400,KT405,KT410,KT420,KT425,KT500,KT504,KT505,KT506,KT507,KT510,KT515,KT524,KT525,KT526,KT527,KT530,KT535,KT540,KT541,KT542,KT543,KT544,KT545,KT546,KT547,KT548,KT549,KT550,KT552,KT553,KT555,KT560,KT569,KT570,KT571,KT572,KT573,KT574,KT575,KT576,KT577,KT578,KT579,KT580,KT581,KT591,KT597,KT611,KT611,KT611,KT611,KT650,KT700,KT860,KT861,KT862,KT863,KT864,KT880,KT881,KT910,KT910,KT910,KT910,KT915,KT915,KT915,KT915,KT920,KT920,KT920,KT920,KT925,KT925,KT925,KT925,KT930,KT930,KT930,KT930,KT935,KT935,KT935,KT935,KT940,KT940,KT940,KT940,KT945,KT945,KT945,KT945,KT950,KT950,KT950,KT950,KT955,KT955,KT955,KT955,KT960,KT960,KT960,KT960,KT965,KT965,KT965,KT965,KT970,KT970,KT970,KT970,KT975,KT975,KT975,KT975,KT980,KT980,KT980,KT980,KT981,KT981,KT981,KT981,KT982,KT982,KT982,KT982,KT983,KT983,KT983,KT983,KT984,KT984,KT984,KT984,KT985,KT985,KT985,KT985,KTF11,KTF12,KTF12B,KTF13,KTF13A,KTF15,KTF16,KTF16A,KTF31,KTF32,KTF34,KTF37,KTF38,KTF53A,KTF53B,KTF53C,KTF53D,KTF55A,KTF55B,KTF55C,KTF55D,KTF56A,KTF56B,KTF56C,KTF56D,KTH11,KTH11,KTH21,KTH21,KU290,KU300,KU301,KU302,KU314,KU315,KU320,KU420,KU490,KU500,KU501,KU502,KU503,KU504,KU506,KU507,KU508,KU509,KU510,KU511,KU512,KU513,KU514,KU515,KU516,KU519,KU520,KU521,KU522,KU523,KU524,KU525,KU526,KU527,KU528,KU529,KU539,KU540,KU541,KU542,KU543,KU544,KU545,KU546,KU547,KU548,KU549,KU550,KU551,KU552,KU553,KU554,KU555,KU556,KU557,KU558,KU559,KU560,KU561,KU562,KU563,KU564,KU565,KU566,KU567,KU568,KU569,KU571,KU572,KU573,KU574,KU575,KU576,KU577,KU578,KU579,KU580,KU581,KU582,KU583,KU584,KU585,KU586,KU587,KU588,KU589,KU590,KU591,KU592,KV110,KV110,KV110,KV110,KV110A,KV110A,KV110A,KV110A,KV112,KV112,KV112,KV112,KV112A,KV112A,KV112A,KV112A,KV113,KV113,KV113,KV113,KV113A,KV113A,KV113A,KV113A,KV114,KV114,KV114,KV114,KV114A,KV114A,KV114A,KV114A,KV115,KV115,KV115,KV115,KV115A,KV115A,KV115A,KV115A,KV116,KV116,KV116,KV116,KV116A,KV116A,KV116A,KV116A,KV117,KV117,KV117,KV117,KV117A,KV117A,KV117A,KV117A,KV118,KV118,KV118,KV118,KV118A,KV118A,KV118A,KV118A,KV119,KV119,KV119,KV119,KV119A,KV119A,KV119A,KV119A,KV120,KV120,KV120,KV120,KV120A,KV120A,KV120A,KV120A,KV121,KV121,KV121,KV121,KV121A,KV121A,KV121A,KV121A,KV122,KV122,KV122,KV122,KV122A,KV122A,KV122A,KV122A,KV123,KV123,KV123,KV123,KV123A,KV123A,KV123A,KV123A,KV124,KV124,KV124,KV124,KV124A,KV124A,KV124A,KV124A,KV125,KV125,KV125,KV125,KV125A,KV125A,KV125A,KV125A,KV126,KV126,KV126,KV126,KV126A,KV126A,KV126A,KV126A,KV127,KV127,KV127,KV127,KV127A,KV127A,KV127A,KV127A,KV128,KV128,KV128,KV128,KV128A,KV128A,KV128A,KV128A,KV129,KV129,KV129,KV129,KV129A,KV129A,KV129A,KV129A,KV151,KV151,KV151,KV151,KV152,KV152,KV152,KV152,KV153,KV153,KV153,KV153,KV154,KV154,KV154,KV154,KV570,KV570,KV570,KV570,KV610,KV610,KV610,KV610,KV620,KV620,KV620,KV620,KV621,KV621,KV621,KV621,KV622,KV622,KV622,KV622,KV623,KV623,KV623,KV623,KV634,KV634,KV634,KV634,KV636,KV636,KV636,KV636,KV638,KV638,KV638,KV638,KV645,KV645,KV645,KV645,KV680,KV680,KV680,KV680,KV687,KV687,KV687,KV687,KVS627,KVS627,KVS627,KVS627,KVS628,KVS628,KVS628,KVS628,KW010,KW010,KW010,KW010,KW200,KW200,KW200,KW200,KW201,KW201,KW201,KW201,KW300,KW300,KW300,KW300,KW400,KW400,KW400,KW400,KW401,KW401,KW401,KW401,KW402,KW402,KW402,KW402,KW403,KW403,KW403,KW403,KW500,KW500,KW500,KW500,KW502,KW502,KW502,KW502,KW504,KW504,KW504,KW504,KW514,KW514,KW514,KW514,KW570,KW570,KW570,KW570,KW590,KW590,KW590,KW590,KW6000,KW6000,KW6000,KW6000,KW610,KW610,KW610,KW610,KW620,KW620,KW620,KW620,KW621,KW621,KW621,KW621,KW622,KW622,KW622,KW622,KW623,KW623,KW623,KW623,KW630,KW630,KW630,KW630,KW632,KW632,KW632,KW632,KW650,KW650,KW650,KW650,KW651,KW651,KW651,KW651,KW656,KW656,KW656,KW656,KW657,KW657,KW657,KW657,KW683,KW683,KW683,KW683,KW700,KW700,KW700,KW700,KW750,KW750,KW750,KW750,KW751,KW751,KW751,KW751,KW800,KW800,KW800,KW800,KW880,KW880,KW880,KW880,KX300,KX301,KX302,KX340,KX341,KX400,KX500,KX501,KX505,KX515,KX520,KX521,KX522,KX523,KX530,KX531,KX532,KX533,KX534,KX535,KX536,KX537,KX538,KX539,KX540,KX541,KX542,KX543,KX544,KX545,KX546,KX547,KX548,KX549,KX550,KX551,KX552,KX553,KX554,KX555,KX556,KX557,KX558,KX559,KX560,KX561,KX562,KX563,KX564,KX565,KX566,KX567,KX568,KX569,KX570,KX571,KX572,KX573,KX574,KX575,KX576,KX577,KX578,KX579,KX580,KX581,KX582,KX583,KX584,KX585,KX586,KX587,KX588,KX589,KX590,KX591,KX592,KY300,KY301,KY340,KY370,KY371,KY375,KY390,KY450,KY501,KY540,KY541,KY542,KY543,KY544,KY545,KY546,KY547,KY549,KY550,KY551,KY552,KY553,KY554,KY555,KY556,KY557,KY558,KY559,KY560,KY561,KY562,KY563,KY564,KY565,KY567,KY568,KY569,KY570,KY572,KY580,KY581,KY599,ZK651,ZK701"]
   13629 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   706: ------------------------------------------------------------------------------------------------------------------------------------
   13629 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   707: QUERY LTE FW Revision
   13645 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:OPT:VERS? "CMW_LTE_Sig"
   13645 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << ["V3.8.10"]
   13645 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:OPT:VERS? "CMW_LTE_Meas"
   13645 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << ["V3.8.10"]
   13651 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   717: ------------------------------------------------------------------------------------------------------------------------------------
   13651 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   726: ------------------------------------------------------------------------------------------------------------------------------------
   13651 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:ERR:ALL?
   13651 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [0,"No error"]
   13651 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   735: ------------------------------------------------------------------------------------------------------------------------------------
   13651 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   736: LTE Cell - TURN LTE CELL OFF
   13651 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SYST:SIGNaling:ALL:OFF;*OPC?
   13768 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [1]
   13768 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOUR:LTE:SIGN:CELL:STAT:ALL?
   13768 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF,ADJ]
   13768 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   755: LTE Cell - LTE CELL IS TURN OFF
   13768 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   756: ------------------------------------------------------------------------------------------------------------------------------------
   13768 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   761: ------------------------------------------------------------------------------------------------------------------------------------
   13783 INFO         LTE_TX_SPURIOUS_attach.py                            <module>   762: DAU Configure Services
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOURce:DATA:CONT:DNS:STATe?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   768: Status of DAU : OFF
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOURce:DATA:CONT:FTP:STATe?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   768: Status of DAU : OFF
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOURce:DATA:CONT:HTTP:STATe?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   768: Status of DAU : OFF
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOURce:DATA:CONT:IMS2:STATe?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   768: Status of DAU : OFF
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> SOURce:DATA:CONT:EPDG:STATe?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [OFF]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   768: Status of DAU : OFF
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> CONFigure:DATA:CONTrol:IPVFour:ADDRess:TYPE?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [AUT]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> CONFigure:DATA:CONTrol:IPVSix:ADDRess:TYPE?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [AUTO]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   830: DAU -  Check  IP Config  Network
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> CONFigure:DATA:CONTrol:IPVFour:ADDRess:TYPE?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [AUT]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> CONFigure:DATA:CONTrol:IPVSix:ADDRess:TYPE?
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                                read   296: 192.168.0.218:5025 << [AUTO]
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                            <module>   841: DAU -  Configure DNS Service
   13783 DEBUG        LTE_TX_SPURIOUS_attach.py                               write   252: 192.168.0.218:5025 >> CONFigure:DATA:CONT:DNS:LOCal:ADD "epdg.epc.mnc010.mcc001.pub.3gppnetwork.org", "192.168.1.201"
